zip,primary_city,acceptable_cities,state,county,latitude,longitude,estimated_population,notes
94062,Redwood City,"Emerald Hills, Palomar Park, Woodside",CA,San Mateo County,37.4,-122.29,22552,
94063,Redwood City,,CA,San Mateo County,37.49,-122.21,21866,
94064,Redwood City,,CA,San Mateo County,37.46,-122.25,1200,
94065,Redwood City,,CA,San Mateo County,37.53,-122.24,10134,
94066,San Bruno,,CA,San Mateo County,37.62,-122.43,35122,
94070,San Carlos,,CA,San Mateo County,37.49,-122.26,26469,
94074,San Gregorio,,CA,San Mateo County,37.33,-122.34,0,
94080,South San Francisco,S San Fran,CA,San Mateo County,37.65,-122.42,53242,
94083,South San Francisco,S San Fran,CA,San Mateo County,37.64,-122.41,884,
94085,Sunnyvale,,CA,Santa Clara County,37.38,-122.01,16831,
94086,Sunnyvale,,CA,Santa Clara County,37.36,-122.02,37637,
94087,Sunnyvale,,CA,Santa Clara County,37.35,-122.03,46300,
94088,Sunnyvale,Onizuka Afb,CA,Santa Clara County,37.39,-122.03,1427,
94089,Sunnyvale,,CA,Santa Clara County,37.42,-122,16628,
94101,San Francisco,,CA,San Francisco County,37.77,-122.41,0,Converted Decommisioned Zipcodes
94102,San Francisco,,CA,San Francisco County,37.77,-122.41,16733,
94103,San Francisco,,CA,San Francisco County,37.77,-122.41,16260,
94104,San Francisco,,CA,San Francisco County,37.79,-122.4,1959,
94105,San Francisco,,CA,San Francisco County,37.78,-122.39,5271,
94106,San Francisco,,CA,San Francisco County,37.77,-122.41,0,Converted Decommisioned Zipcodes
94107,San Francisco,,CA,San Francisco County,37.76,-122.39,19741,
94108,San Francisco,,CA,San Francisco County,37.79,-122.4,10020,
94109,San Francisco,,CA,San Francisco County,37.79,-122.42,38763,
94110,San Francisco,,CA,San Francisco County,37.74,-122.41,53093,
94111,San Francisco,,CA,San Francisco County,37.79,-122.39,3905,
94112,San Francisco,,CA,San Francisco County,37.72,-122.44,64941,
94114,San Francisco,,CA,San Francisco County,37.75,-122.43,26380,
94115,San Francisco,,CA,San Francisco County,37.78,-122.43,24064,
94116,San Francisco,,CA,San Francisco County,37.74,-122.48,37668,
94117,San Francisco,,CA,San Francisco County,37.76,-122.44,27878,
94118,San Francisco,,CA,San Francisco County,37.78,-122.46,30630,
94119,San Francisco,,CA,San Francisco County,37.78,-122.45,1798,
94120,San Francisco,,CA,San Francisco County,37.79,-122.4,0,
94121,San Francisco,,CA,San Francisco County,37.77,-122.49,34786,
94122,San Francisco,,CA,San Francisco County,37.76,-122.48,46850,
94123,San Francisco,,CA,San Francisco County,37.8,-122.43,19132,
94124,San Francisco,,CA,San Francisco County,37.73,-122.38,24380,
94125,San Francisco,,CA,San Francisco County,37.73,-122.38,0,
94126,San Francisco,,CA,San Francisco County,37.79,-122.39,476,
94127,San Francisco,,CA,San Francisco County,37.73,-122.45,17250,
94128,San Francisco,,CA,San Francisco County,37.61,-122.38,683,
94129,San Francisco,,CA,San Francisco County,37.79,-122.46,2542,
94130,San Francisco,,CA,San Francisco County,37.81,-122.36,1387,
94131,San Francisco,,CA,San Francisco County,37.74,-122.44,22759,
94132,San Francisco,,CA,San Francisco County,37.72,-122.48,19425,
94133,San Francisco,,CA,San Francisco County,37.8,-122.41,20583,
94134,San Francisco,,CA,San Francisco County,37.72,-122.41,32983,
94135,San Francisco,,CA,San Francisco County,37.77,-122.41,0,Converted Decommisioned Zipcodes
94136,San Francisco,,CA,San Francisco County,37.77,-122.41,0,Converted Decommisioned Zipcodes
94137,San Francisco,,CA,San Francisco County,37.79,-122.4,0,
94138,San Francisco,,CA,San Francisco County,37.79,-122.4,0,Converted Decommisioned Zipcodes
94139,San Francisco,,CA,San Francisco County,37.79,-122.4,0,
94140,San Francisco,,CA,San Francisco County,37.75,-122.41,625,
94141,San Francisco,,CA,San Francisco County,37.76,-122.41,414,
94142,San Francisco,,CA,San Francisco County,37.78,-122.41,1208,
94143,San Francisco,,CA,San Francisco County,37.76,-122.45,0,
94144,San Francisco,,CA,San Francisco County,37.78,-122.46,0,
94145,San Francisco,,CA,San Francisco County,37.79,-122.4,0,
94146,San Francisco,,CA,San Francisco County,37.75,-122.43,0,
94147,San Francisco,,CA,San Francisco County,37.8,-122.43,565,
94150,San Francisco,,CA,San Francisco County,37.77,-122.41,0,Converted Decommisioned Zipcodes
94151,San Francisco,,CA,San Francisco County,37.79,-122.39,0,
94152,San Francisco,,CA,San Francisco County,37.77,-122.41,0,Converted Decommisioned Zipcodes
94153,San Francisco,,CA,San Francisco County,37.77,-122.41,0,
94154,San Francisco,,CA,San Francisco County,37.77,-122.41,0,
94155,San Francisco,,CA,San Francisco County,37.77,-122.41,0,Converted Decommisioned Zipcodes
94156,San Francisco,,CA,San Francisco County,37.78,-122.4,0,
94158,San Francisco,,CA,San Francisco County,37.76,-122.39,2706,"no NWS data, "
94159,San Francisco,,CA,San Francisco County,37.78,-122.45,479,
94160,San Francisco,,CA,San Francisco County,37.71,-122.4,0,
94161,San Francisco,,CA,San Francisco County,37.79,-122.4,0,
94162,San Francisco,,CA,San Francisco County,37.78,-122.4,0,
94163,San Francisco,,CA,San Francisco County,37.78,-122.4,0,
94164,San Francisco,,CA,San Francisco County,37.78,-122.42,467,
94171,San Francisco,,CA,San Francisco County,37.77,-122.41,0,
94172,San Francisco,,CA,San Francisco County,37.76,-122.48,0,
94175,San Francisco,,CA,San Francisco County,37.77,-122.41,0,Converted Decommisioned Zipcodes
94177,San Francisco,,CA,San Francisco County,37.79,-122.39,0,
94188,San Francisco,,CA,San Francisco County,37.74,-122.38,787,
94199,San Francisco,Pacific Area Office,CA,San Francisco County,37.77,-122.41,0,Converted Decommisioned Zipcodes;  Historical ZipCodeType from various website;  Historical ZipCodeType from various website
94203,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94204,Sacramento,,CA,Sacramento County,38.6,-121.44,0,
94205,Sacramento,,CA,Sacramento County,38.47,-121.44,0,
94206,Sacramento,,CA,Sacramento County,38.49,-121.45,0,
94207,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94208,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94209,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94211,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94229,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94230,Sacramento,,CA,Sacramento County,38.47,-121.44,0,
94232,Sacramento,,CA,Sacramento County,38.55,-121.49,0,
94234,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94235,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94236,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94237,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94239,Sacramento,,CA,Sacramento County,38.55,-121.49,0,
94240,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94244,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94245,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94246,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94247,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94248,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94249,Sacramento,,CA,Sacramento County,38.57,-121.46,0,
94250,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94252,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94254,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94256,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94257,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94258,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94259,Sacramento,,CA,Sacramento County,38.55,-121.49,0,
94261,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94262,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94263,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94267,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94268,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94269,Sacramento,,CA,Sacramento County,38.55,-121.49,0,
94271,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94273,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94274,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94277,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94278,Sacramento,,CA,Sacramento County,38.57,-121.46,0,
94279,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94280,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94282,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94283,Sacramento,,CA,Sacramento County,38.47,-121.44,0,
94284,Sacramento,,CA,Sacramento County,38.55,-121.49,0,
94285,Sacramento,,CA,Sacramento County,38.55,-121.49,0,
94286,Sacramento,,CA,Sacramento County,38.55,-121.49,0,
94287,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94288,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94289,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94290,Sacramento,,CA,Sacramento County,38.55,-121.49,0,
94291,Sacramento,,CA,Sacramento County,38.55,-121.49,0,
94293,Sacramento,,CA,Sacramento County,38.55,-121.49,0,
94294,Sacramento,,CA,Sacramento County,38.55,-121.49,0,
94295,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94296,Sacramento,,CA,Sacramento County,38.57,-121.5,0,
94297,Sacramento,,CA,Sacramento County,38.55,-121.49,0,
94298,Sacramento,,CA,Sacramento County,38.58,-121.49,0,
94299,Sacramento,,CA,Sacramento County,38.56,-121.46,0,
94301,Palo Alto,,CA,Santa Clara County,37.44,-122.15,14401,
94302,Palo Alto,,CA,Santa Clara County,37.44,-122.15,645,
94303,Palo Alto,"E Palo Alto, East Palo Alto",CA,Santa Clara County,37.45,-122.1,34099,
94304,Palo Alto,,CA,Santa Clara County,37.37,-122.18,2781,
94305,Stanford,Palo Alto,CA,Santa Clara County,37.41,-122.17,5084,
94306,Palo Alto,,CA,Santa Clara County,37.41,-122.13,22810,
94309,Palo Alto,Stanford,CA,Santa Clara County,37.41,-122.16,946,
94401,San Mateo,,CA,San Mateo County,37.57,-122.32,25273,
94402,San Mateo,,CA,San Mateo County,37.52,-122.35,21898,
94403,San Mateo,,CA,San Mateo County,37.54,-122.3,33305,
94404,San Mateo,Foster City,CA,San Mateo County,37.55,-122.26,29611,
94497,San Mateo,,CA,San Mateo County,37.56,-122.32,0,
94501,Alameda,,CA,Alameda County,37.77,-122.27,48387,
94502,Alameda,,CA,Alameda County,37.73,-122.24,12235,
94503,American Canyon,"American Cyn, Vallejo",CA,Napa County,38.18,-122.25,15188,
94505,Discovery Bay,Byron,CA,Contra Costa County,37.86,-121.64,9925,
94506,Danville,Blackhawk,CA,Contra Costa County,37.78,-121.88,20743,
94507,Alamo,,CA,Contra Costa County,37.84,-121.97,14041,
94508,Angwin,,CA,Napa County,38.57,-122.44,2362,
94509,Antioch,,CA,Contra Costa County,37.99,-121.81,45524,
94510,Benicia,,CA,Solano County,38.11,-122.13,23802,
94511,Bethel Island,,CA,Contra Costa County,38.07,-121.62,1583,
94512,Birds Landing,,CA,Solano County,38.12,-121.81,0,
94513,Brentwood,,CA,Contra Costa County,37.87,-121.68,42684,
94514,Byron,Discovery Bay,CA,Contra Costa County,37.85,-121.62,1729,
94515,Calistoga,,CA,Napa County,38.62,-122.61,5845,
94516,Canyon,,CA,Contra Costa County,37.82,-122.16,0,
94517,Clayton,,CA,Contra Costa County,37.88,-121.84,11352,
94518,Concord,,CA,Contra Costa County,37.95,-122.02,21464,
94519,Concord,,CA,Contra Costa County,37.99,-122,14804,
94520,Concord,,CA,Contra Costa County,38,-122.03,26131,
94521,Concord,,CA,Contra Costa County,37.97,-121.96,34763,
94522,Concord,,CA,Contra Costa County,38.01,-122.02,498,
94523,Pleasant Hill,Concord,CA,Contra Costa County,37.95,-122.07,27947,
94524,Concord,,CA,Contra Costa County,37.97,-122.05,720,
94525,Crockett,,CA,Contra Costa County,38.04,-122.23,2510,
94526,Danville,,CA,Contra Costa County,37.81,-121.97,28860,
94527,Concord,,CA,Contra Costa County,37.97,-122.05,0,
94528,Diablo,,CA,Contra Costa County,37.83,-121.95,1028,
94529,Concord,,CA,Contra Costa County,37.87,-122.04,0,
94530,El Cerrito,,CA,Contra Costa County,37.91,-122.3,21140,
94531,Antioch,,CA,Contra Costa County,37.96,-121.76,31488,
94533,Fairfield,,CA,Solano County,38.28,-122,51145,
94534,Fairfield,Suisun City,CA,Solano County,38.23,-122.12,30105,
94535,Travis Afb,Fairfield,CA,Solano County,38.26,-121.93,4193,
94536,Fremont,,CA,Alameda County,37.56,-121.98,55569,
94537,Fremont,,CA,Alameda County,37.55,-122.01,960,
94538,Fremont,,CA,Alameda County,37.5,-121.96,49149,
94539,Fremont,,CA,Alameda County,37.51,-121.89,44440,
94540,Hayward,,CA,Alameda County,37.65,-122.09,819,
94541,Hayward,,CA,Alameda County,37.67,-122.08,44424,
94542,Hayward,,CA,Alameda County,37.65,-122.04,9246,
94543,Hayward,,CA,Alameda County,37.67,-122.08,0,
94544,Hayward,,CA,Alameda County,37.63,-122.04,55190,
94545,Hayward,,CA,Alameda County,37.62,-122.11,24681,
94546,Castro Valley,Hayward,CA,Alameda County,37.7,-122.08,35351,
94547,Hercules,Rodeo,CA,Contra Costa County,38.01,-122.25,20527,
94548,Knightsen,,CA,Contra Costa County,37.97,-121.65,754,
94549,Lafayette,,CA,Contra Costa County,37.9,-122.11,24865,
94550,Livermore,,CA,Alameda County,37.68,-121.75,40153,
94551,Livermore,,CA,Alameda County,37.77,-121.75,32376,
94552,Castro Valley,Hayward,CA,Alameda County,37.69,-122.01,13039,
94553,Martinez,"Briones, Pacheco",CA,Contra Costa County,37.98,-122.15,38654,
94555,Fremont,,CA,Alameda County,37.55,-122.07,28222,
94556,Moraga,,CA,Contra Costa County,37.83,-122.1,13735,
94557,Hayward,Mount Eden,CA,Alameda County,37.62,-122.1,0,
94558,Napa,Spanish Flat,CA,Napa County,38.55,-122.15,54496,
94559,Napa,,CA,Napa County,38.23,-122.29,21017,
94560,Newark,,CA,Alameda County,37.51,-122.04,35570,
94561,Oakley,,CA,Contra Costa County,37.99,-121.68,27185,
94562,Oakville,,CA,Napa County,38.42,-122.4,0,
94563,Orinda,,CA,Contra Costa County,37.89,-122.19,17132,
94564,Pinole,,CA,Contra Costa County,37.99,-122.27,15898,
94565,Pittsburg,Bay Point,CA,Contra Costa County,38,-121.83,61968,
94566,Pleasanton,,CA,Alameda County,37.65,-121.85,37329,
94567,Pope Valley,,CA,Napa County,38.67,-122.44,537,
94568,Dublin,Pleasanton,CA,Alameda County,37.71,-121.91,34457,
94569,Port Costa,,CA,Contra Costa County,38.03,-122.19,0,
94570,Moraga,,CA,Contra Costa County,38.11,-122.13,0,
94571,Rio Vista,,CA,Solano County,38.18,-121.73,6699,
94572,Rodeo,,CA,Contra Costa County,38.03,-122.23,6725,
94573,Rutherford,,CA,Napa County,38.45,-122.41,771,
94574,Saint Helena,,CA,Napa County,38.55,-122.39,7143,
94575,Moraga,,CA,Contra Costa County,37.84,-122.12,0,
94576,Deer Park,Angwin,CA,Napa County,38.55,-122.47,0,
94577,San Leandro,,CA,Alameda County,37.71,-122.16,37421,
94578,San Leandro,,CA,Alameda County,37.7,-122.12,28085,
94579,San Leandro,,CA,Alameda County,37.68,-122.15,17524,
94580,San Lorenzo,,CA,Alameda County,37.68,-122.13,22564,
94581,Napa,,CA,Napa County,38.29,-122.28,1475,
94582,San Ramon,,CA,Contra Costa County,37.76,-121.93,29033,
94583,San Ramon,,CA,Contra Costa County,37.78,-121.99,40007,
94585,Suisun City,Birds Lndg,CA,Solano County,38.16,-121.93,22796,
94586,Sunol,,CA,Alameda County,37.56,-121.84,937,
94587,Union City,,CA,Alameda County,37.59,-122.06,57184,
94588,Pleasanton,,CA,Alameda County,37.67,-121.93,28137,
94589,Vallejo,"American Canyon, American Cyn",CA,Solano County,38.13,-122.25,22142,
94590,Vallejo,,CA,Solano County,38.09,-122.25,25368,
94591,Vallejo,,CA,Solano County,38.11,-122.2,42764,
94592,Vallejo,,CA,Solano County,38.11,-122.29,553,
94595,Walnut Creek,,CA,Contra Costa County,37.86,-122.07,14774,
94596,Walnut Creek,,CA,Contra Costa County,37.89,-122.03,18125,
94597,Walnut Creek,,CA,Contra Costa County,37.91,-122.07,16977,
94598,Walnut Creek,,CA,Contra Costa County,37.91,-122.01,23862,
94599,Yountville,,CA,Napa County,38.41,-122.36,2713,
94601,Oakland,,CA,Alameda County,37.77,-122.21,33456,
94602,Oakland,Piedmont,CA,Alameda County,37.8,-122.21,22480,
94603,Oakland,,CA,Alameda County,37.73,-122.17,21407,
94604,Oakland,,CA,Alameda County,37.8,-122.26,1423,
94605,Oakland,,CA,Alameda County,37.75,-122.13,28141,
94606,Oakland,,CA,Alameda County,37.78,-122.24,25875,
94607,Oakland,,CA,Alameda County,37.81,-122.3,14897,
94608,Emeryville,Oakland,CA,Alameda County,37.83,-122.29,18425,
94609,Oakland,,CA,Alameda County,37.83,-122.26,14227,
94610,Oakland,Piedmont,CA,Alameda County,37.81,-122.24,24162,
94611,Oakland,Piedmont,CA,Alameda County,37.83,-122.22,32155,
94612,Oakland,,CA,Alameda County,37.8,-122.27,8710,
94613,Oakland,,CA,Alameda County,37.78,-122.18,0,
94614,Oakland,,CA,Alameda County,37.72,-122.2,0,
94615,Oakland,,CA,Alameda County,37.8,-122.29,0,
94617,Oakland,,CA,Alameda County,37.75,-122.14,0,
94618,Oakland,Piedmont,CA,Alameda County,37.84,-122.23,13888,
94619,Oakland,,CA,Alameda County,37.78,-122.12,18775,
94620,Piedmont,Oakland,CA,Alameda County,37.77,-122.21,474,
94621,Oakland,,CA,Alameda County,37.73,-122.2,18680,
94622,Oakland,,CA,Alameda County,37.74,-122.19,0,"no NWS data, "
94623,Oakland,,CA,Alameda County,37.8,-122.29,420,
94624,Oakland,,CA,Alameda County,37.74,-122.17,0,
94625,Oakland,,CA,Alameda County,37.8,-122.31,0,Converted Decommisioned Zipcodes
94649,Oakland,,CA,Alameda County,37.8,-122.26,0,
94659,Oakland,,CA,Alameda County,37.81,-122.26,0,
94660,Oakland,,CA,Alameda County,37.79,-122.27,0,
94661,Oakland,,CA,Alameda County,37.82,-122.2,0,
94662,Emeryville,Oakland,CA,Alameda County,37.84,-122.29,557,
94666,Oakland,,CA,Alameda County,37.8,-122.26,0,
94701,Berkeley,,CA,Alameda County,37.86,-122.27,359,
94702,Berkeley,,CA,Alameda County,37.86,-122.28,12254,
94703,Berkeley,,CA,Alameda County,37.86,-122.27,13904,
94704,Berkeley,,CA,Alameda County,37.86,-122.25,6826,
94705,Berkeley,,CA,Alameda County,37.86,-122.24,10879,
94706,Albany,"Berkeley, Kensington",CA,Alameda County,37.88,-122.29,15637,
94707,Berkeley,"Albany, Kensington",CA,Alameda County,37.9,-122.28,11820,
94708,Berkeley,Kensington,CA,Alameda County,37.9,-122.26,10062,
94709,Berkeley,,CA,Alameda County,37.87,-122.26,6899,
94710,Berkeley,Albany,CA,Alameda County,37.87,-122.3,5142,
94712,Berkeley,,CA,Alameda County,37.86,-122.26,0,
94720,Berkeley,Uc Berkeley,CA,Alameda County,37.86,-122.25,536,
94801,Richmond,"N Richmond, North Richmond, Point Richmond, Pt Richmond",CA,Contra Costa County,37.96,-122.38,18180,
94802,Richmond,,CA,Contra Costa County,37.93,-122.35,573,
94803,El Sobrante,"Richmond, San Pablo",CA,Contra Costa County,37.95,-122.26,20102,
94804,Richmond,,CA,Contra Costa County,37.92,-122.34,26686,
94805,Richmond,,CA,Contra Costa County,37.94,-122.31,10551,
94806,San Pablo,"Hilltop Mall, Richmond",CA,Contra Costa County,37.98,-122.33,43290,
94807,Richmond,,CA,Contra Costa County,37.92,-122.35,0,
94808,Richmond,,CA,Contra Costa County,37.93,-122.34,0,
94820,El Sobrante,Richmond,CA,Contra Costa County,37.97,-122.29,661,
94850,Richmond,,CA,Contra Costa County,37.94,-122.38,0,
94901,San Rafael,San Anselmo,CA,Marin County,37.97,-122.5,33561,
94903,San Rafael,,CA,Marin County,38.02,-122.54,23974,
94904,Greenbrae,Kentfield,CA,Marin County,37.94,-122.56,10158,
94912,San Rafael,,CA,Marin County,37.97,-122.5,1403,
94913,San Rafael,,CA,Marin County,38.02,-122.54,0,
94914,Kentfield,,CA,Marin County,37.94,-122.53,0,
94915,San Rafael,,CA,Marin County,37.95,-122.5,710,
94920,Belvedere Tiburon,"Bel Tiburon, Belvedere, Tiburon",CA,Marin County,37.89,-122.47,10900,
94922,Bodega,,CA,Sonoma County,38.33,-122.97,0,
94923,Bodega Bay,,CA,Sonoma County,38.35,-123.06,1169,
94924,Bolinas,,CA,Marin County,37.94,-122.73,1151,
94925,Corte Madera,,CA,Marin County,37.92,-122.51,8134,
94926,Rohnert Park,Cotati,CA,Sonoma County,38.32,-122.7,0,
94927,Rohnert Park,Cotati,CA,Sonoma County,38.34,-122.69,678,
94928,Rohnert Park,Cotati,CA,Sonoma County,38.34,-122.7,30371,
94929,Dillon Beach,,CA,Marin County,38.24,-122.95,0,
94930,Fairfax,,CA,Marin County,37.98,-122.6,6948,
94931,Cotati,,CA,Sonoma County,38.31,-122.7,7260,
94933,Forest Knolls,,CA,Marin County,38.01,-122.69,771,
94937,Inverness,,CA,Marin County,38.11,-122.92,867,
94938,Lagunitas,,CA,Marin County,38.03,-122.7,479,
94939,Larkspur,,CA,Marin County,37.93,-122.53,5652,
94940,Marshall,,CA,Marin County,38.16,-122.84,0,
94941,Mill Valley,,CA,Marin County,37.89,-122.56,25742,
94942,Mill Valley,,CA,Marin County,37.9,-122.52,977,
94945,Novato,,CA,Marin County,38.13,-122.56,14293,
94946,Nicasio,,CA,Marin County,38.07,-122.68,551,
94947,Novato,,CA,Marin County,38.1,-122.63,19940,
94948,Novato,,CA,Marin County,38.13,-122.56,1474,
94949,Novato,,CA,Marin County,38.06,-122.54,14246,
94950,Olema,,CA,Marin County,38.02,-122.75,0,
94951,Penngrove,,CA,Sonoma County,38.31,-122.64,3579,
94952,Petaluma,,CA,Sonoma County,38.21,-122.76,25794,
94953,Petaluma,,CA,Sonoma County,38.26,-122.63,788,
94954,Petaluma,,CA,Sonoma County,38.23,-122.56,31071,
94955,Petaluma,,CA,Sonoma County,38.22,-122.55,564,
94956,Point Reyes Station,Pt Reyes Sta,CA,Marin County,38.07,-122.86,1406,
94957,Ross,,CA,Marin County,37.96,-122.55,2219,
94960,San Anselmo,,CA,Marin County,37.99,-122.58,12561,
94963,San Geronimo,,CA,Marin County,38.02,-122.63,485,
94964,San Quentin,,CA,Marin County,37.94,-122.49,0,
94965,Sausalito,Muir Beach,CA,Marin County,37.84,-122.53,9393,
94966,Sausalito,,CA,Marin County,37.86,-122.49,831,
94970,Stinson Beach,,CA,Marin County,37.91,-122.66,583,
94971,Tomales,,CA,Marin County,38.24,-122.9,0,
94972,Valley Ford,,CA,Sonoma County,38.29,-122.94,0,
94973,Woodacre,,CA,Marin County,38,-122.64,1339,
94974,San Quentin,,CA,Marin County,37.95,-122.54,0,
94975,Petaluma,,CA,Sonoma County,38.32,-122.64,747,
94976,Corte Madera,,CA,Marin County,37.92,-122.52,365,
94977,Larkspur,,CA,Marin County,37.93,-122.53,381,
94978,Fairfax,,CA,Marin County,37.98,-122.58,526,
94979,San Anselmo,,CA,Marin County,37.97,-122.56,493,
94998,Novato,,CA,Marin County,38.1,-122.57,0,
94999,Petaluma,,CA,Sonoma County,38.32,-122.64,0,
95001,Aptos,,CA,Santa Cruz County,36.97,-121.89,1526,
95002,Alviso,,CA,Santa Clara County,37.44,-121.99,1749,
95003,Aptos,,CA,Santa Cruz County,37,-121.87,18954,
95004,Aromas,,CA,Monterey County,36.87,-121.63,3420,
95005,Ben Lomond,,CA,Santa Cruz County,37.1,-122.08,5137,
95006,Boulder Creek,,CA,Santa Cruz County,37.16,-122.15,7182,
95007,Brookdale,,CA,Santa Cruz County,37.1,-122.11,647,
95008,Campbell,,CA,Santa Clara County,37.28,-121.95,36168,
95009,Campbell,,CA,Santa Clara County,37.28,-121.94,497,
95010,Capitola,,CA,Santa Cruz County,36.97,-121.95,7918,
95011,Campbell,,CA,Santa Clara County,37.29,-121.95,1102,
95012,Castroville,,CA,Monterey County,36.76,-121.75,8542,
95013,Coyote,,CA,Santa Clara County,37.2,-121.72,0,
95014,Cupertino,"Monte Vista, Permanente",CA,Santa Clara County,37.3,-122.09,51349,
95015,Cupertino,,CA,Santa Clara County,37.32,-122.05,1709,
95017,Davenport,,CA,Santa Cruz County,37.09,-122.24,718,
95018,Felton,,CA,Santa Cruz County,37.08,-122.05,6114,
95019,Freedom,,CA,Santa Cruz County,36.93,-121.78,7068,
95020,Gilroy,,CA,Santa Clara County,37.06,-121.55,41952,
95021,Gilroy,,CA,Santa Clara County,37.01,-121.55,2725,
95023,Hollister,,CA,San Benito County,36.89,-121.24,35971,
95024,Hollister,,CA,San Benito County,36.84,-121.39,2447,
95026,Holy City,,CA,Santa Clara County,37.15,-121.98,0,
95030,Los Gatos,Monte Sereno,CA,Santa Clara County,37.22,-121.99,11508,
95031,Los Gatos,,CA,Santa Clara County,37.12,-121.93,1445,
95032,Los Gatos,,CA,Santa Clara County,37.23,-121.95,21990,
95033,Los Gatos,,CA,Santa Clara County,37.13,-121.94,7196,
95035,Milpitas,,CA,Santa Clara County,37.44,-121.87,54420,
95036,Milpitas,,CA,Santa Clara County,37.24,-121.97,1343,
95037,Morgan Hill,,CA,Santa Clara County,37.17,-121.65,35452,
95038,Morgan Hill,,CA,Santa Clara County,37.08,-121.61,1884,
95039,Moss Landing,,CA,Monterey County,36.84,-121.77,1267,
95041,Mount Hermon,,CA,Santa Cruz County,37.05,-122.05,575,
95042,New Almaden,,CA,Santa Clara County,37.17,-121.82,0,
95043,Paicines,,CA,San Benito County,36.53,-120.96,494,
95044,Redwood Estates,Redwood Est,CA,Santa Clara County,37.15,-121.98,0,
95045,San Juan Bautista,Sn Jun Batsta,CA,San Benito County,36.83,-121.51,3345,
95046,San Martin,,CA,Santa Clara County,37.1,-121.6,5514,
95050,Santa Clara,,CA,Santa Clara County,37.34,-121.95,26714,
95051,Santa Clara,,CA,Santa Clara County,37.35,-121.98,45397,
95052,Santa Clara,,CA,Santa Clara County,37.35,-121.95,580,
95053,Santa Clara,,CA,Santa Clara County,37.34,-121.93,0,
95054,Santa Clara,,CA,Santa Clara County,37.39,-121.96,20797,
95055,Santa Clara,,CA,Santa Clara County,37.33,-121.98,1075,
95056,Santa Clara,,CA,Santa Clara County,37.4,-121.96,795,
95060,Santa Cruz,"Bonny Doon, Scotts Valley",CA,Santa Cruz County,37.04,-122.1,29968,
95061,Santa Cruz,,CA,Santa Cruz County,36.97,-122.02,1461,
95062,Santa Cruz,,CA,Santa Cruz County,36.97,-121.98,26530,
95063,Santa Cruz,,CA,Santa Cruz County,36.97,-122,1484,
95064,Santa Cruz,,CA,Santa Cruz County,36.98,-122.06,890,
95065,Santa Cruz,,CA,Santa Cruz County,37.03,-121.98,6525,
95066,Scotts Valley,Santa Cruz,CA,Santa Cruz County,37.06,-122.01,11926,
95067,Scotts Valley,Santa Cruz,CA,Santa Cruz County,36.97,-122.03,855,
95070,Saratoga,,CA,Santa Clara County,37.25,-122.06,29525,
95071,Saratoga,,CA,Santa Clara County,37.25,-122.03,0,
95073,Soquel,,CA,Santa Cruz County,37.02,-121.94,9169,
95075,Tres Pinos,,CA,San Benito County,36.77,-121.29,603,
95076,Watsonville,"Corralitos, La Selva Bch, La Selva Beach, Mt Madonna, Pajaro, Royal Oaks",CA,Santa Cruz County,36.95,-121.72,63437,
95077,Watsonville,,CA,Santa Cruz County,36.91,-121.75,3861,
