zip,primary_city,acceptable_cities,state,county,latitude,longitude,estimated_population,notes
91330,Northridge,,CA,Los Angeles County,34.24,-118.5,0,
91331,Pacoima,"Arleta, Hansen Hills",CA,Los Angeles County,34.25,-118.41,72872,
91333,Pacoima,,CA,Los Angeles County,34.26,-118.42,775,
91334,Pacoima,Arleta,CA,Los Angeles County,34.24,-118.42,0,
91335,Reseda,Tarzana,CA,Los Angeles County,34.2,-118.54,54011,
91337,Reseda,,CA,Los Angeles County,34.2,-118.53,671,
91340,San Fernando,,CA,Los Angeles County,34.28,-118.44,25093,
91341,San Fernando,,CA,Los Angeles County,34.28,-118.44,531,
91342,Sylmar,"Kagel Canyon, Lake View Ter, Lake View Terrace",CA,Los Angeles County,34.32,-118.38,66238,
91343,North Hills,"Northridge, Sepulveda",CA,Los Angeles County,34.23,-118.47,41190,
91344,Granada Hills,San Fernando,CA,Los Angeles County,34.29,-118.5,41602,
91345,Mission Hills,San Fernando,CA,Los Angeles County,34.27,-118.45,14142,
91346,Mission Hills,San Fernando,CA,Los Angeles County,34.26,-118.46,507,
91350,Santa Clarita,"Agua Dulce, Saugus",CA,Los Angeles County,34.43,-118.51,27783,
91351,Canyon Country,"Canyon Cntry, Santa Clarita",CA,Los Angeles County,34.43,-118.46,25962,
91352,Sun Valley,,CA,Los Angeles County,34.23,-118.34,35055,
91353,Sun Valley,,CA,Los Angeles County,34.21,-118.36,754,
91354,Valencia,Santa Clarita,CA,Los Angeles County,34.46,-118.57,22704,
91355,Valencia,Santa Clarita,CA,Los Angeles County,34.41,-118.56,26548,
91356,Tarzana,,CA,Los Angeles County,34.15,-118.54,23015,
91357,Tarzana,,CA,Los Angeles County,34.17,-118.54,968,
91358,Thousand Oaks,,CA,Ventura County,34.18,-118.87,446,
91359,Westlake Village,"Thousand Oaks, Westlake Vlg",CA,Los Angeles County,34.19,-118.82,1244,
91360,Thousand Oaks,,CA,Ventura County,34.21,-118.88,35014,
91361,Westlake Village,"Hidden Valley, Lake Sherwood, Thousand Oaks, Westlake Vlg",CA,Ventura County,34.14,-118.89,18019,
91362,Thousand Oaks,"Westlake Village, Westlake Vlg",CA,Ventura County,34.19,-118.81,31759,
91363,Thousand Oaks,,CA,Los Angeles County,34.14,-118.8,0,Converted Decommisioned Zipcodes
91364,Woodland Hills,Woodland Hls,CA,Los Angeles County,34.15,-118.6,21888,
91365,Woodland Hills,Woodland Hls,CA,Los Angeles County,34.16,-118.6,713,
91367,Woodland Hills,Woodland Hls,CA,Los Angeles County,34.17,-118.61,31168,
91371,Woodland Hills,Woodland Hls,CA,Los Angeles County,34.18,-118.57,0,
91372,Calabasas,"Woodland Hills, Woodland Hls",CA,Los Angeles County,34.15,-118.64,0,
91376,Agoura Hills,Agoura,CA,Los Angeles County,34.14,-118.75,642,
91377,Oak Park,Agoura Hills,CA,Ventura County,34.19,-118.76,12293,
91380,Santa Clarita,Valencia,CA,Los Angeles County,34.49,-118.39,1469,
91381,Stevenson Ranch,"Newhall, Santa Clarita, Stevenson Rnh, Valencia",CA,Los Angeles County,34.37,-118.61,15678,
91382,Santa Clarita,,CA,Los Angeles County,34.41,-118.51,0,
91383,Santa Clarita,,CA,Los Angeles County,34.36,-118.45,0,
91384,Castaic,"Santa Clarita, Val Verde",CA,Los Angeles County,34.51,-118.68,18686,
91385,Valencia,Santa Clarita,CA,Los Angeles County,34.38,-118.56,0,
91386,Canyon Country,"Canyon Cntry, Santa Clarita",CA,Los Angeles County,34.41,-118.45,880,
91387,Canyon Country,"Canyon Cntry, Santa Clarita",CA,Los Angeles County,34.4,-118.4,30434,
91388,Van Nuys,,CA,Los Angeles County,34.2,-118.47,0,Converted Decommisioned Zipcodes
91390,Santa Clarita,"Agua Dulce, Canyon Cntry, Canyon Country, Green Valley",CA,Los Angeles County,34.53,-118.4,15765,
91392,Sylmar,,CA,Los Angeles County,34.3,-118.43,1223,
91393,North Hills,Sepulveda,CA,Los Angeles County,34.22,-118.46,0,
91394,Granada Hills,,CA,Los Angeles County,34.26,-118.52,493,
91395,Mission Hills,,CA,Los Angeles County,34.25,-118.46,394,
91396,Winnetka,Canoga Park,CA,Los Angeles County,34.2,-118.57,615,
91399,Woodland Hills,"Woodland Hls, Calabasas",CA,Los Angeles County,34.16,-118.6,0,Converted Decommisioned Zipcodes
91401,Van Nuys,"Sherman Oaks, Valley Glen",CA,Los Angeles County,34.17,-118.43,28864,
91402,Panorama City,Van Nuys,CA,Los Angeles County,34.22,-118.44,45198,
91403,Sherman Oaks,Van Nuys,CA,Los Angeles County,34.14,-118.46,19914,
91404,Van Nuys,,CA,Los Angeles County,34.17,-118.43,0,
91405,Van Nuys,Valley Glen,CA,Los Angeles County,34.2,-118.44,34500,
91406,Van Nuys,Lake Balboa,CA,Los Angeles County,34.19,-118.49,37193,
91407,Van Nuys,,CA,Los Angeles County,34.19,-118.44,0,
91408,Van Nuys,,CA,Los Angeles County,34.17,-118.43,0,
91409,Van Nuys,,CA,Los Angeles County,34.2,-118.49,853,
91410,Van Nuys,,CA,Los Angeles County,34.2,-118.49,0,
91411,Van Nuys,Sherman Oaks,CA,Los Angeles County,34.17,-118.46,15715,
91412,Panorama City,Van Nuys,CA,Los Angeles County,34.22,-118.44,559,
91413,Sherman Oaks,Van Nuys,CA,Los Angeles County,34.16,-118.45,1338,
91416,Encino,Van Nuys,CA,Los Angeles County,34.17,-118.51,677,
91423,Sherman Oaks,Van Nuys,CA,Los Angeles County,34.14,-118.42,24736,
91426,Encino,Van Nuys,CA,Los Angeles County,34.15,-118.51,446,
91436,Encino,Van Nuys,CA,Los Angeles County,34.15,-118.49,15771,
91470,Van Nuys,,CA,Los Angeles County,34.17,-118.61,0,
91482,Van Nuys,,CA,Los Angeles County,34.2,-118.47,0,
91495,Sherman Oaks,Van Nuys,CA,Los Angeles County,34.15,-118.44,0,
91496,Van Nuys,,CA,Los Angeles County,34.16,-118.45,0,
91497,Van Nuys,Southern California Gas Comp,CA,Los Angeles County,34.2,-118.47,0,Converted Decommisioned Zipcodes
91499,Van Nuys,,CA,Los Angeles County,34.2,-118.45,0,
91501,Burbank,,CA,Los Angeles County,34.19,-118.29,16002,
91502,Burbank,,CA,Los Angeles County,34.17,-118.31,8245,
91503,Burbank,,CA,Los Angeles County,34.18,-118.3,463,
91504,Burbank,,CA,Los Angeles County,34.2,-118.3,20413,
91505,Burbank,,CA,Los Angeles County,34.17,-118.34,25892,
91506,Burbank,,CA,Los Angeles County,34.17,-118.32,15393,
91507,Burbank,,CA,Los Angeles County,34.16,-118.34,0,
91508,Burbank,,CA,Los Angeles County,34.19,-118.32,0,
91510,Burbank,,CA,Los Angeles County,34.17,-118.34,1120,
91521,Burbank,,CA,Los Angeles County,34.15,-118.32,0,
91522,Burbank,,CA,Los Angeles County,34.14,-118.33,0,
91523,Burbank,,CA,Los Angeles County,34.16,-118.33,0,
91526,Burbank,,CA,Los Angeles County,34.19,-118.32,0,
91601,North Hollywood,"N Hollywood, Toluca Ter, Toluca Terrace, Valley Village, Valley Vlg",CA,Los Angeles County,34.16,-118.37,25821,
91602,North Hollywood,"N Hollywood, Studio City, Toluca Lake, W Toluca Lake, West Toluca Lake",CA,Los Angeles County,34.15,-118.36,13969,
91603,North Hollywood,N Hollywood,CA,Los Angeles County,34.16,-118.37,0,
91604,Studio City,"N Hollywood, North Hollywood",CA,Los Angeles County,34.13,-118.39,23076,
91605,North Hollywood,N Hollywood,CA,Los Angeles County,34.2,-118.39,39700,
91606,North Hollywood,"N Hollywood, Valley Glen",CA,Los Angeles County,34.18,-118.39,32275,
91607,Valley Village,"N Hollywood, North Hollywood, Sherman Village, Sherman Vlg, Studio City, Valley Vlg",CA,Los Angeles County,34.16,-118.4,21208,
91608,Universal City,"N Hollywood, North Hollywood, Universal Cty",CA,Los Angeles County,34.13,-118.35,0,
91609,North Hollywood,N Hollywood,CA,Los Angeles County,34.18,-118.38,0,
91610,Toluca Lake,"N Hollywood, North Hollywood",CA,Los Angeles County,34.15,-118.37,342,
91611,North Hollywood,N Hollywood,CA,Los Angeles County,34.18,-118.39,0,
91612,North Hollywood,N Hollywood,CA,Los Angeles County,34.18,-118.39,0,
91614,Studio City,"N Hollywood, North Hollywood",CA,Los Angeles County,34.14,-118.39,412,
91615,North Hollywood,N Hollywood,CA,Los Angeles County,34.19,-118.39,540,
91616,North Hollywood,N Hollywood,CA,Los Angeles County,34.18,-118.39,0,
91617,Valley Village,"N Hollywood, North Hollywood, Valley Vlg",CA,Los Angeles County,34.16,-118.4,0,
91618,North Hollywood,"N Hollywood, Universal Cty",CA,Los Angeles County,34.11,-118.36,0,
91701,Rancho Cucamonga,"Alta Loma, Rch Cucamonga",CA,San Bernardino County,34.14,-117.61,33269,
91702,Azusa,Irwindale,CA,Los Angeles County,34.17,-117.87,42119,
91706,Baldwin Park,Irwindale,CA,Los Angeles County,34.09,-117.96,57507,
91708,Chino,,CA,San Bernardino County,34.02,-117.68,4617,
91709,Chino Hills,,CA,San Bernardino County,33.94,-117.72,62987,
91710,Chino,"Montclair, Ontario",CA,San Bernardino County,33.98,-117.65,56083,
91711,Claremont,,CA,Los Angeles County,34.12,-117.71,27155,
91714,City Of Industry,City Industry,CA,Los Angeles County,34.01,-117.95,0,
91715,City Of Industry,City Industry,CA,Los Angeles County,34.01,-117.97,701,
91716,City Of Industry,City Industry,CA,Los Angeles County,34,-117.97,0,
91722,Covina,,CA,Los Angeles County,34.09,-117.9,28046,
91723,Covina,,CA,Los Angeles County,34.08,-117.88,13780,
91724,Covina,,CA,Los Angeles County,34.07,-117.84,20668,
91729,Rancho Cucamonga,Rch Cucamonga,CA,San Bernardino County,34.09,-117.56,2420,
91730,Rancho Cucamonga,Rch Cucamonga,CA,San Bernardino County,34.09,-117.58,48152,
91731,El Monte,,CA,Los Angeles County,34.08,-118.03,20017,
91732,El Monte,"City Industry, City Of Industry",CA,Los Angeles County,34.07,-118.01,43596,
91733,South El Monte,"El Monte, S El Monte",CA,Los Angeles County,34.04,-118.04,31052,
91734,El Monte,,CA,Los Angeles County,34.07,-118.03,945,
91735,El Monte,,CA,Los Angeles County,34.07,-118.02,0,
91737,Rancho Cucamonga,"Alta Loma, Rch Cucamonga",CA,San Bernardino County,34.19,-117.61,20165,
91739,Rancho Cucamonga,"Etiwanda, Rch Cucamonga",CA,San Bernardino County,34.14,-117.51,25587,
91740,Glendora,,CA,Los Angeles County,34.11,-117.85,20434,
91741,Glendora,,CA,Los Angeles County,34.14,-117.85,21524,
91743,Guasti,,CA,San Bernardino County,34.06,-117.58,0,
91744,La Puente,"City Industry, City Of Industry",CA,Los Angeles County,34.02,-117.93,63301,
91745,Hacienda Heights,"City Industry, City Of Industry, Hacienda Hts, La Puente",CA,Los Angeles County,34,-117.97,44875,
91746,La Puente,"Bassett, City Industry, City Of Industry",CA,Los Angeles County,34.04,-117.98,23468,
91747,La Puente,,CA,Los Angeles County,34.02,-117.94,1343,
91748,Rowland Heights,"City Industry, City Of Industry, La Puente, Rowland Hghts, Rowland Hgts",CA,Los Angeles County,33.97,-117.9,37487,
91749,La Puente,,CA,Los Angeles County,34.03,-117.95,0,
91750,La Verne,,CA,Los Angeles County,34.15,-117.76,27750,
91752,Mira Loma,Eastvale,CA,Riverside County,33.99,-117.53,21577,
91754,Monterey Park,,CA,Los Angeles County,34.05,-118.14,28166,
91755,Monterey Park,,CA,Los Angeles County,34.05,-118.11,21491,
91756,Monterey Park,,CA,Los Angeles County,34.04,-118.13,0,
91758,Ontario,,CA,San Bernardino County,34.05,-117.6,0,
91759,Mt Baldy,,CA,San Bernardino County,34.2,-117.7,0,
91761,Ontario,,CA,San Bernardino County,34.02,-117.58,44442,
91762,Ontario,Montclair,CA,San Bernardino County,34.04,-117.67,42661,
91763,Montclair,,CA,San Bernardino County,34.07,-117.7,27063,
91764,Ontario,,CA,San Bernardino County,34.07,-117.62,38261,
91765,Diamond Bar,Pomona,CA,Los Angeles County,33.99,-117.81,41453,
91766,Pomona,"Phillips Ranch, Phillips Rnch",CA,Los Angeles County,34.03,-117.75,49778,
91767,Pomona,,CA,Los Angeles County,34.08,-117.73,33720,
91768,Pomona,,CA,Los Angeles County,34.06,-117.79,22349,
91769,Pomona,,CA,Los Angeles County,34.06,-117.75,1641,
91770,Rosemead,,CA,Los Angeles County,34.06,-118.08,49163,
91771,Rosemead,,CA,Los Angeles County,34.06,-118.08,0,
91772,Rosemead,,CA,Los Angeles County,34.06,-118.08,0,
91773,San Dimas,,CA,Los Angeles County,34.1,-117.81,28256,
91775,San Gabriel,,CA,Los Angeles County,34.11,-118.08,19902,
91776,San Gabriel,,CA,Los Angeles County,34.08,-118.09,30178,
91778,San Gabriel,,CA,Los Angeles County,34.1,-118.1,952,
91780,Temple City,,CA,Los Angeles County,34.1,-118.05,29368,
91784,Upland,,CA,San Bernardino County,34.14,-117.65,22685,
91785,Upland,,CA,San Bernardino County,34.09,-117.64,1145,
91786,Upland,,CA,San Bernardino County,34.1,-117.66,36960,
91788,Walnut,,CA,Los Angeles County,34.01,-117.86,781,
91789,Walnut,"City Industry, City Of Industry, Diamond Bar",CA,Los Angeles County,34.01,-117.85,37363,
91790,West Covina,,CA,Los Angeles County,34.06,-117.94,33820,
91791,West Covina,,CA,Los Angeles County,34.06,-117.89,25715,
91792,West Covina,,CA,Los Angeles County,34.02,-117.89,23683,
91793,West Covina,,CA,Los Angeles County,34.06,-117.92,1021,
91795,Walnut,,CA,Los Angeles County,34.02,-117.85,0,
91797,Pomona,Bureau Of The Census,CA,Los Angeles County,34.08,-117.96,0,Converted Decommisioned Zipcodes
91798,Ontario,Rmx,CA,San Bernardino County,34.06,-117.61,0,Converted Decommisioned Zipcodes
91799,Pomona,,CA,Los Angeles County,34.05,-117.75,0,Converted Decommisioned Zipcodes
91801,Alhambra,,CA,Los Angeles County,34.09,-118.13,41211,
91802,Alhambra,,CA,Los Angeles County,34.09,-118.12,1647,
91803,Alhambra,,CA,Los Angeles County,34.07,-118.14,24399,
91804,Alhambra,,CA,Los Angeles County,34.09,-118.12,0,
91841,Alhambra,,CA,Los Angeles County,34.09,-118.12,0,Converted Decommisioned Zipcodes
91896,Alhambra,,CA,Los Angeles County,34.09,-118.12,0,
91899,Alhambra,,CA,Los Angeles County,34.08,-118.13,0,
91901,Alpine,,CA,San Diego County,32.8,-116.71,12512,
91902,Bonita,,CA,San Diego County,32.67,-117.01,14985,
91903,Alpine,,CA,San Diego County,32.83,-116.76,1898,
91905,Boulevard,,CA,San Diego County,32.67,-116.31,1106,
91906,Campo,,CA,San Diego County,32.68,-116.47,2441,
91908,Bonita,,CA,San Diego County,32.65,-117.02,823,
91909,Chula Vista,,CA,San Diego County,32.61,-117.06,841,
91910,Chula Vista,,CA,San Diego County,32.63,-117.05,60383,
91911,Chula Vista,,CA,San Diego County,32.61,-117.03,66861,
91912,Chula Vista,,CA,San Diego County,32.64,-117.08,3394,
91913,Chula Vista,,CA,San Diego County,32.64,-116.98,31558,
91914,Chula Vista,,CA,San Diego County,32.66,-116.94,12078,
91915,Chula Vista,,CA,San Diego County,32.6,-116.93,19456,
91916,Descanso,,CA,San Diego County,32.9,-116.62,1514,
91917,Dulzura,,CA,San Diego County,32.62,-116.67,812,
91921,Chula Vista,,CA,San Diego County,32.65,-116.95,991,
91931,Guatay,,CA,San Diego County,32.83,-116.58,0,
91932,Imperial Beach,Imperial Bch,CA,San Diego County,32.57,-117.11,19955,
91933,Imperial Beach,Imperial Bch,CA,San Diego County,32.58,-117.11,838,
91934,Jacumba,,CA,San Diego County,32.63,-116.18,495,
91935,Jamul,,CA,San Diego County,32.69,-116.8,7716,
91941,La Mesa,,CA,San Diego County,32.75,-116.99,35288,
91942,La Mesa,,CA,San Diego County,32.78,-117.01,19254,
91943,La Mesa,,CA,San Diego County,32.77,-117.01,374,
91944,La Mesa,,CA,San Diego County,32.76,-117.02,910,
91945,Lemon Grove,,CA,San Diego County,32.73,-117.03,19359,
91946,Lemon Grove,,CA,San Diego County,32.74,-117.03,618,
91947,Lincoln Acres,,CA,San Diego County,32.66,-117.07,0,
91948,Mount Laguna,,CA,San Diego County,32.87,-116.46,0,
91950,National City,,CA,San Diego County,32.67,-117.09,41162,
91951,National City,,CA,San Diego County,32.67,-117.09,1281,
91962,Pine Valley,,CA,San Diego County,32.78,-116.48,1651,
91963,Potrero,,CA,San Diego County,32.63,-116.59,1054,
91976,Spring Valley,,CA,San Diego County,32.74,-116.98,418,
91977,Spring Valley,,CA,San Diego County,32.71,-116.99,44239,
91978,Spring Valley,,CA,San Diego County,32.71,-116.94,7267,
91979,Spring Valley,,CA,San Diego County,32.73,-116.97,968,
91980,Tecate,,CA,San Diego County,32.59,-116.58,1985,
91987,Tecate,,CA,San Diego County,32.59,-116.64,0,
91990,Potrero,Young America,CA,San Diego County,32.6,-116.61,0,Converted Decommisioned Zipcodes
92003,Bonsall,,CA,San Diego County,33.28,-117.19,4661,
92004,Borrego Springs,Borrego Spgs,CA,San Diego County,33.17,-116.27,2493,
92007,Cardiff By The Sea,Cardiff,CA,San Diego County,33.01,-117.27,9394,
92008,Carlsbad,,CA,San Diego County,33.13,-117.3,22311,
92009,Carlsbad,La Costa,CA,San Diego County,33.09,-117.27,34502,
92010,Carlsbad,,CA,San Diego County,33.15,-117.28,11702,
92011,Carlsbad,La Costa,CA,San Diego County,33.1,-117.29,18094,"no NWS data, "
92013,Carlsbad,,CA,San Diego County,33.15,-117.35,671,
92014,Del Mar,,CA,San Diego County,32.96,-117.25,12635,
92018,Carlsbad,,CA,San Diego County,33.16,-117.34,1656,
92019,El Cajon,,CA,San Diego County,32.77,-116.86,33606,
92020,El Cajon,,CA,San Diego County,32.79,-116.96,39637,
92021,El Cajon,,CA,San Diego County,32.84,-116.88,47937,
92022,El Cajon,,CA,San Diego County,32.73,-116.91,1200,
92023,Encinitas,,CA,San Diego County,33.03,-117.29,1934,
92024,Encinitas,,CA,San Diego County,33.05,-117.25,40737,
92025,Escondido,,CA,San Diego County,33.09,-116.94,32894,
92026,Escondido,,CA,San Diego County,33.22,-117.1,37252,
92027,Escondido,,CA,San Diego County,33.13,-116.98,39399,
92028,Fallbrook,,CA,San Diego County,33.39,-117.29,35647,
92029,Escondido,,CA,San Diego County,33.08,-117.13,15470,
92030,Escondido,,CA,San Diego County,33.13,-117.05,1258,
92033,Escondido,,CA,San Diego County,33.12,-117.08,1672,
92036,Julian,,CA,San Diego County,32.99,-116.41,2805,
92037,La Jolla,,CA,San Diego County,32.86,-117.24,30981,
92038,La Jolla,,CA,San Diego County,32.85,-117.25,1552,
92039,La Jolla,,CA,San Diego County,32.84,-117.27,532,
92040,Lakeside,,CA,San Diego County,32.9,-116.89,32995,
92046,Escondido,,CA,San Diego County,33.12,-117.1,1593,
92049,Oceanside,,CA,San Diego County,33.19,-117.37,469,
92051,Oceanside,,CA,San Diego County,33.19,-117.36,1564,
92052,Oceanside,,CA,San Diego County,33.19,-117.36,1285,
92054,Oceanside,"Camp Pendleton, Cmp Pendleton",CA,San Diego County,33.35,-117.43,29573,
92055,Camp Pendleton,"Cmp Pendleton, Oceanside",CA,San Diego County,33.29,-117.3,6130,
92056,Oceanside,,CA,San Diego County,33.2,-117.29,42843,
92057,Oceanside,,CA,San Diego County,33.27,-117.28,43857,
92058,Oceanside,,CA,San Diego County,33.18,-117.29,27368,
92059,Pala,,CA,San Diego County,33.38,-117.07,1305,
92060,Palomar Mountain,Palomar Mtn,CA,San Diego County,33.31,-116.84,0,
92061,Pauma Valley,Pala,CA,San Diego County,33.3,-116.92,2444,
92064,Poway,,CA,San Diego County,32.97,-117.02,40359,
92065,Ramona,,CA,San Diego County,33.07,-116.83,28767,
92066,Ranchita,"Warner Spgs, Warner Springs",CA,San Diego County,33.21,-116.47,0,
92067,Rancho Santa Fe,Rcho Santa Fe,CA,San Diego County,33.02,-117.19,10372,
92068,San Luis Rey,,CA,San Diego County,33.27,-117.27,0,
92069,San Marcos,,CA,San Diego County,33.15,-117.17,34357,
92070,Santa Ysabel,,CA,San Diego County,33.18,-116.73,972,
92071,Santee,,CA,San Diego County,32.85,-116.99,42808,
92072,Santee,,CA,San Diego County,32.83,-117.03,1144,
92074,Poway,,CA,San Diego County,32.95,-117.03,881,
92075,Solana Beach,,CA,San Diego County,32.99,-117.25,10911,
92078,San Marcos,,CA,San Diego County,33.11,-117.16,31603,
92079,San Marcos,,CA,San Diego County,33.14,-117.16,1626,
92081,Vista,,CA,San Diego County,33.18,-117.24,21220,
92082,Valley Center,,CA,San Diego County,33.25,-116.98,15502,
92083,Vista,,CA,San Diego County,33.18,-117.24,25707,
92084,Vista,,CA,San Diego County,33.21,-117.2,34654,
92085,Vista,,CA,San Diego County,33.19,-117.23,2268,
92086,Warner Springs,Warner Spgs,CA,San Diego County,33.28,-116.6,1068,
92088,Fallbrook,,CA,San Diego County,33.36,-117.25,2049,
92090,El Cajon,,CA,San Diego County,32.79,-116.96,0,Converted Decommisioned Zipcodes
92091,Rancho Santa Fe,Rcho Santa Fe,CA,San Diego County,33.05,-117.19,890,
92092,La Jolla,,CA,San Diego County,32.87,-117.23,683,
92093,La Jolla,,CA,San Diego County,32.88,-117.23,0,
92096,San Marcos,,CA,San Diego County,33.13,-117.17,0,
92101,San Diego,,CA,San Diego County,32.71,-117.16,21606,
92102,San Diego,,CA,San Diego County,32.72,-117.09,29464,
92103,San Diego,,CA,San Diego County,32.74,-117.17,24568,
92104,San Diego,,CA,San Diego County,32.73,-117.12,32533,
92105,San Diego,,CA,San Diego County,32.73,-117.08,45433,
92106,San Diego,,CA,San Diego County,32.72,-117.23,15576,
92107,San Diego,,CA,San Diego County,32.73,-117.24,21395,
92108,San Diego,,CA,San Diego County,32.77,-117.1,14070,
92109,San Diego,,CA,San Diego County,32.79,-117.23,32741,
92110,San Diego,,CA,San Diego County,32.77,-117.18,18233,
92111,San Diego,,CA,San Diego County,32.8,-117.16,34112,
92112,San Diego,,CA,San Diego County,32.72,-117.16,1327,
92113,San Diego,,CA,San Diego County,32.69,-117.11,32148,
92114,San Diego,,CA,San Diego County,32.71,-117.05,50254,
92115,San Diego,,CA,San Diego County,32.75,-117.07,36221,
92116,San Diego,,CA,San Diego County,32.76,-117.12,24400,
92117,San Diego,,CA,San Diego County,32.81,-117.19,40891,
92118,Coronado,San Diego,CA,San Diego County,32.65,-117.14,13928,
92119,San Diego,,CA,San Diego County,32.81,-117.03,19213,
92120,San Diego,,CA,San Diego County,32.79,-117.06,22173,
92121,San Diego,,CA,San Diego County,32.9,-117.2,3933,
92122,San Diego,,CA,San Diego County,32.85,-117.2,29139,
92123,San Diego,,CA,San Diego County,32.8,-117.13,21442,
92124,San Diego,,CA,San Diego County,32.82,-117.08,23756,
92126,San Diego,,CA,San Diego County,32.88,-117.13,57845,
92127,San Diego,,CA,San Diego County,33.02,-117.12,30553,
92128,San Diego,,CA,San Diego County,32.99,-117.07,40522,
92129,San Diego,,CA,San Diego County,32.96,-117.12,43907,
92130,San Diego,,CA,San Diego County,32.95,-117.19,40642,
92131,San Diego,,CA,San Diego County,32.89,-117.07,30124,
92132,San Diego,,CA,San Diego County,32.71,-117.16,0,
92133,San Diego,,CA,San Diego County,32.72,-117.21,0,Converted Decommisioned Zipcodes
92134,San Diego,,CA,San Diego County,32.72,-117.14,0,
92135,San Diego,"Nas N Island, Nas North Island",CA,San Diego County,32.7,-117.18,523,
92136,San Diego,,CA,San Diego County,32.67,-117.11,740,
92137,San Diego,,CA,San Diego County,32.88,-117.1,0,
92138,San Diego,,CA,San Diego County,32.76,-117.2,2375,
92139,San Diego,,CA,San Diego County,32.68,-117.04,28551,
92140,San Diego,,CA,San Diego County,32.73,-117.19,0,
92142,San Diego,,CA,San Diego County,32.83,-117.09,513,
92143,San Ysidro,San Diego,CA,San Diego County,32.56,-116.97,2978,
92145,San Diego,,CA,San Diego County,32.87,-117.15,1619,
92147,San Diego,,CA,San Diego County,32.7,-117.2,0,
92149,San Diego,,CA,San Diego County,32.67,-117.06,0,
92150,San Diego,,CA,San Diego County,32.98,-117.08,1730,
92152,San Diego,,CA,San Diego County,32.69,-117.24,0,
92153,San Diego,Nestor,CA,San Diego County,32.56,-117.08,1338,
92154,San Diego,,CA,San Diego County,32.56,-117.01,67736,
92155,San Diego,,CA,San Diego County,32.67,-117.16,533,
92158,San Diego,,CA,San Diego County,32.56,-116.97,0,
92159,San Diego,,CA,San Diego County,32.8,-117.03,504,
92160,San Diego,,CA,San Diego County,32.78,-117.09,501,
92161,San Diego,,CA,San Diego County,32.88,-117.22,0,
92162,San Diego,,CA,San Diego County,32.71,-117.12,0,
92163,San Diego,,CA,San Diego County,32.74,-117.16,956,
92164,San Diego,,CA,San Diego County,32.74,-117.12,475,
92165,San Diego,,CA,San Diego County,32.74,-117.1,610,
92166,San Diego,,CA,San Diego County,32.72,-117.23,711,
92167,San Diego,,CA,San Diego County,32.74,-117.24,569,
92168,San Diego,,CA,San Diego County,32.76,-117.15,719,
92169,San Diego,,CA,San Diego County,32.79,-117.25,1191,
92170,San Diego,,CA,San Diego County,32.69,-117.13,686,
92171,San Diego,,CA,San Diego County,32.78,-117.17,718,
92172,San Diego,,CA,San Diego County,32.96,-117.13,703,
92173,San Ysidro,San Diego,CA,San Diego County,32.55,-117.04,37591,
92174,San Diego,,CA,San Diego County,32.7,-117.08,868,
92175,San Diego,,CA,San Diego County,32.76,-117.06,566,
92176,San Diego,,CA,San Diego County,32.76,-117.12,586,
92177,San Diego,,CA,San Diego County,32.82,-117.19,766,
92178,Coronado,San Diego,CA,San Diego County,32.68,-117.17,1329,
92179,San Diego,,CA,San Diego County,32.56,-116.97,0,
92182,San Diego,,CA,San Diego County,32.76,-117.07,0,
92184,San Diego,,CA,San Diego County,32.71,-117.16,0,
92186,San Diego,,CA,San Diego County,32.74,-117.2,0,
92187,San Diego,,CA,San Diego County,32.72,-117.16,0,
92190,San Diego,,CA,San Diego County,32.78,-117.09,0,
92191,San Diego,,CA,San Diego County,32.9,-117.21,0,
92192,San Diego,,CA,San Diego County,32.85,-117.21,1002,
92193,San Diego,,CA,San Diego County,32.8,-117.14,487,
92194,San Diego,,CA,San Diego County,32.8,-117.13,0,Converted Decommisioned Zipcodes
92195,San Diego,,CA,San Diego County,32.74,-117.05,680,
92196,San Diego,,CA,San Diego County,32.91,-117.12,1097,
92197,San Diego,,CA,San Diego County,32.83,-117.2,0,
92198,San Diego,,CA,San Diego County,32.99,-117.07,1033,
92199,San Diego,,CA,San Diego County,32.99,-117.07,0,
92201,Indio,"Chiriaco Smt, Chiriaco Summit",CA,Riverside County,33.71,-116.23,41028,
92202,Indio,,CA,Riverside County,33.66,-116.29,4277,
92203,Indio,Bermuda Dunes,CA,Riverside County,33.75,-116.23,16919,
92210,Indian Wells,Palm Desert,CA,Riverside County,33.7,-116.33,3236,
92211,Palm Desert,,CA,Riverside County,33.77,-116.34,18234,
92220,Banning,,CA,Riverside County,33.92,-116.83,21934,
92222,Bard,,CA,Imperial County,32.79,-114.53,0,
92223,Beaumont,Cherry Valley,CA,Riverside County,33.94,-116.97,31758,
92225,Blythe,Ripley,CA,Riverside County,33.75,-114.51,10038,
92226,Blythe,,CA,Riverside County,33.6,-114.58,1695,
92227,Brawley,,CA,Imperial County,33.02,-115.45,18589,
92230,Cabazon,,CA,Riverside County,33.93,-116.77,1532,
92231,Calexico,,CA,Imperial County,32.69,-115.51,46865,
92232,Calexico,,CA,Imperial County,32.67,-115.5,3901,
92233,Calipatria,,CA,Imperial County,33.13,-115.52,2671,
92234,Cathedral City,Cathedral Cty,CA,Riverside County,33.82,-116.45,34119,
92235,Cathedral City,Cathedral Cty,CA,Riverside County,33.77,-116.46,2167,
